Gene,ENSG,logFC,logCPM,F,PValue,FDR
CD164,ENSG00000135535,-0.04586413871650175,6.5120712148495565,0.010720730109511113,0.9188959894423132,0.9995076587575902
SCYL2,ENSG00000136021,-0.06264912881707463,5.529159161146975,0.010696305173569915,0.9189892014890197,0.9995076587575902
PIGS,ENSG00000087111,-0.06921470197478832,5.7062577162137,0.010692520849858217,0.9190030971868652,0.9995076587575902
KLHL20,ENSG00000076321,0.06493336808628303,5.178020360017827,0.010686150193532605,0.9190287538914154,0.9995076587575902
AFMID,ENSG00000183077,-0.07872553203981049,4.7908730690719,0.010575872769178282,0.9194480795459499,0.9995076587575902
ACP2,ENSG00000134575,0.04457313865250585,7.403006964414999,0.010528196813075968,0.9196246186551835,0.9995076587575902
RANGAP1,ENSG00000100401,0.049726956519541156,6.1201621292532735,0.010473325550840176,0.9198339885174533,0.9995076587575902
PLCL1,ENSG00000115896,0.0774252621582582,5.003750665037643,0.010439175423840607,0.9199672664068025,0.9995076587575902
ZNF770,ENSG00000198146,0.07201624123018291,4.933683196680528,0.010326295826919041,0.920399911283101,0.9995076587575902
ZNF248,ENSG00000198105,0.07345857773542212,4.986349348790334,0.010256752650116639,0.9206671438037477,0.9995076587575902
FBXL5,ENSG00000118564,0.07947464742625998,4.558054946231362,0.01025208525357557,0.9206871773104409,0.9995076587575902
MRFAP1,ENSG00000179010,-0.059104519676182785,5.5402957730431766,0.010193166335811368,0.9209103806600976,0.9995076587575902
SULT1A4,ENSG00000213648,0.057594715302213995,5.605267682924147,0.01016520348148491,0.9210184084926348,0.9995076587575902
TOB1,ENSG00000141232,0.057741608871521806,5.659749649133397,0.010144475325289417,0.9210985748399629,0.9995076587575902
DENND5A,ENSG00000184014,-0.036106893391043164,9.197461089494304,0.010112111131570888,0.9212230067567935,0.9995076587575902
SPRED1,ENSG00000166068,-0.044000708483680935,6.650070641552853,0.01008118583008407,0.9213433411523253,0.9995076587575902
ANXA7,ENSG00000138279,-0.04305544706614869,6.7746919860313435,0.010029314326176235,0.9215452034715794,0.9995076587575902
PACS1,ENSG00000175115,-0.04487045966504636,6.472227030025965,0.009972508035861395,0.9217670169809378,0.9995076587575902
ZNF197,ENSG00000186448,-0.0635005762396165,5.150947805149087,0.009956328534266404,0.9218326443595758,0.9995076587575902
COX15,ENSG00000014919,-0.08376855393469473,4.657184952929493,0.00992841161853565,0.9219444479630955,0.9995076587575902
SFMBT2,ENSG00000198879,-0.04769737906250906,6.116922232925441,0.009921565831690493,0.9219665908009869,0.9995076587575902
FNBP4,ENSG00000109920,0.04048734612885901,7.266348875795876,0.009901884368724231,0.9220433568839975,0.9995076587575902
ATP6V0A1,ENSG00000033627,-0.04092290831126537,6.848812491466918,0.009852840197373949,0.9222360530556029,0.9995076587575902
CXCL16,ENSG00000161921,0.06173978653610226,5.306540126478521,0.009797596501492528,0.9224554564707845,0.9995076587575902
AGPAT5,ENSG00000155189,0.0740422039819903,4.797291657381937,0.00977362231744156,0.9225524678370001,0.9995076587575902
CAPG,ENSG00000042493,0.06387091464102813,5.679668864968961,0.009739633732488158,0.9226833993887797,0.9995076587575902
RTN3,ENSG00000133318,0.06025192945539548,5.646747444888839,0.009737331942237542,0.9226925616236753,0.9995076587575902
KXD1,ENSG00000105700,-0.044719881065681547,6.512110458781735,0.00966499267361597,0.9229784526792982,0.9995076587575902
RPA1,ENSG00000132383,0.07054139387456355,4.882314672308458,0.00965793209353719,0.9230101750483763,0.9995076587575902
CLCC1,ENSG00000121940,0.04595768498376638,6.289701726221123,0.009617063262525424,0.9231691202775139,0.9995076587575902
TRAF6,ENSG00000175104,0.05440211650567161,5.7095502437945145,0.0096145456825168,0.9231797384633927,0.9995076587575902
SLC8A1,ENSG00000183023,-0.03514241299155668,7.9431399571782295,0.009573336869367798,0.923343056997285,0.9995076587575902
INPPL1,ENSG00000165458,-0.05545879482479384,5.860433205302986,0.009547951513608072,0.9234451116763475,0.9995076587575902
TBC1D10B,ENSG00000169221,0.05113336766819133,5.865057945010665,0.009473629148658598,0.9237426454671438,0.9995076587575902
ALG12,ENSG00000182858,0.05650467688417411,5.469626320012431,0.009460602224779485,0.923795663998473,0.9995076587575902
MID1IP1,ENSG00000165175,0.06852932270889021,4.830352675018069,0.00933032251530956,0.9243231046495917,0.9995076587575902
