Gene,ENSG,logFC,logCPM,F,PValue,FDR
C4orf36,ENSG00000163633,0.6157316755357632,-0.856920836573775,2.590853406050671,0.13385594287877003,0.4173039224729959
CLEC11A,ENSG00000105472,-0.4037414669855809,3.1109104156685348,2.59043963047513,0.13388025723596908,0.4173039224729959
TSN,ENSG00000211460,-0.2597773297451101,4.624003118367981,2.590376987670005,0.13388451630997478,0.4173039224729959
LIX1L,ENSG00000271601,0.2447748934708442,4.983363986447075,2.589288694921358,0.1339587013456159,0.41744307991537905
IFT27,ENSG00000100360,-0.29205321616321145,3.20768694882481,2.588726683710626,0.13399704039228927,0.41747049709520107
HECA,ENSG00000112406,-0.2709042416666549,6.613196910823495,2.587859989456214,0.13405616930768838,0.41753655480590945
TMEM135,ENSG00000166575,-0.2897618213014842,3.792174495985498,2.587549983525268,0.1340773341147196,0.41753655480590945
SECTM1,ENSG00000141574,-0.22614273833603216,5.63153736297492,2.5864506839452646,0.13415240177712223,0.41767828638781485
GALNS,ENSG00000141012,0.22741250798752924,5.036470751662426,2.5858071429697267,0.13419637416371064,0.4177231629254534
NCAPD3,ENSG00000151503,-0.24216358700930968,4.695089698444394,2.5838912502838736,0.13432739107665864,0.41803891008485794
SLC35F5,ENSG00000115084,0.28187397859264585,6.494678844741011,2.583181591340236,0.13437596006584862,0.4180782703252108
MBNL1,ENSG00000152601,0.2573613218600333,9.088366371668418,2.582176810684741,0.13444476620134654,0.4180782703252108
SPIN2B,ENSG00000186787,-0.464288290954389,-0.2081651917853689,2.5814388057013753,0.13449692586931455,0.4180782703252108
UBE2L3,ENSG00000185651,0.29447918875304624,6.733849119730608,2.5810052628889077,0.13452504829410317,0.4180782703252108
FBXO22,ENSG00000167196,-0.23846333004354714,4.706679703878716,2.5806382028308406,0.13455021503679243,0.4180782703252108
PTRHD1,ENSG00000184924,0.3469841925561526,2.625223788927459,2.5804730096234336,0.13456159421042121,0.4180782703252108
CD72,ENSG00000137101,-0.3852658265126364,0.6221459797258113,2.5804202861026706,0.13456574072859814,0.4180782703252108
PPP1R12A,ENSG00000058272,0.24875896008594925,7.310690838727007,2.5802518459421786,0.13457670900858928,0.4180782703252108
MRPL1,ENSG00000169288,-0.3241111828688304,1.9739152791464873,2.5792221755040234,0.13464749797676956,0.4182062508588368
TWNK,ENSG00000107815,-0.3107927237391404,2.420397534157242,2.5755251563887875,0.13490143951931294,0.4189029099729577
C11orf54,ENSG00000182919,-0.2638330816064811,4.191451420302798,2.573422284502698,0.13504614132422152,0.4191876275707729
HSPA2,ENSG00000126803,0.3299473451917554,1.6239568205205046,2.573333831833935,0.13505245317929018,0.4191876275707729
RIMBP3B,ENSG00000274600,-0.7948017418082208,-1.8068168789348413,2.572719677864421,0.13511945605550987,0.4193035030690526
INO80,ENSG00000128908,0.2133780618255312,6.56075042036962,2.570565175965129,0.13524313158302734,0.4195951559893178
SLC25A6,ENSG00000169100,0.21503745686318945,6.6303075023730464,2.5695440780187053,0.1353136218347045,0.4196296036357349
SLC25A6,ENSG00000292334,0.21503745686318945,6.6303075023730464,2.5695440780187053,0.1353136218347045,0.4196296036357349
KDM4D,ENSG00000186280,-0.4822468082267596,0.3560609677812436,2.5685838441315756,0.13538072261948259,0.4196654878252104
CDT1,ENSG00000167513,0.36348607725193816,1.2115408950640532,2.568521312447606,0.13538458526713376,0.4196654878252104
SKA3,ENSG00000165480,-0.48164323398717546,0.1882456415579641,2.5656834834334368,0.13558151797985782,0.42014660944847576
VIM,ENSG00000026025,0.3151512677573009,11.937242401918148,2.56540853189613,0.1355995858514326,0.42014660944847576
HMOX1,ENSG00000100292,0.23409377971330542,6.901862651096415,2.564831036859561,0.13563957873316346,0.42014660944847576
LSM11,ENSG00000155858,-0.4341745528967271,0.47183101149363715,2.5645647429560134,0.13565871631144882,0.42014660944847576
NME3,ENSG00000103024,-0.36627749464855824,4.0891738604653805,2.5633073202167735,0.13574517324822288,0.4203222586204833
CXCR4,ENSG00000121966,-0.22275072568394041,5.92434350916885,2.561434857720868,0.1358750715252601,0.4206323134271579
UBL4A,ENSG00000102178,-0.32164696160544387,2.8461128364051747,2.5602039327152064,0.13596056608320636,0.4208048006762751
NA,ENSG00000235007,-0.7991871625557572,-1.6896815364743571,2.557931172007151,0.1361366451052281,0.4211930467965056
LANCL3,ENSG00000147036,0.8321557496130209,-2.0456955227185016,2.558085134742201,0.1361472756040739,0.4211930467965056
GYPC,ENSG00000136732,0.2550964057648182,7.059802399135145,2.557114055841668,0.1361754196726036,0.4211930467965056
WDR46,ENSG00000227057,-0.24055730622010082,4.18615696503735,2.55005600773884,0.13666783627332443,0.42255695264182075
NRXN2,ENSG00000110076,0.582833910818455,-0.8826411194955095,2.5499963549681217,0.13667618387530164,0.42255695264182075
GGACT,ENSG00000134864,-0.3446088196835979,1.6643818523486362,2.5489804120111805,0.1367432865366611,0.42267194342434267
UBE2H,ENSG00000186591,0.23547010365390805,5.935568398400481,2.548025061413044,0.13680993975950653,0.42278549501013474
MTMR1,ENSG00000063601,-0.2593279092670571,3.917909301930238,2.5464409338121374,0.1369209133136399,0.42303593068394385
APPL1,ENSG00000157500,-0.2381150438397479,5.292866369822608,2.543421666790534,0.1371327274578646,0.4235197007835533
TNFAIP8L3,ENSG00000183578,-0.5197280051464037,-0.38988078832802137,2.5433464012727627,0.13714003233588326,0.4235197007835533
ZNF117,ENSG00000152926,-0.2478608756050427,4.5259698760683325,2.5427680409819415,0.13717863774621655,0.4235197007835533
PCYOX1L,ENSG00000145882,-0.2790438755433414,2.9941638608563728,2.5425016196244297,0.1371973669818219,0.4235197007835533
ADTRP,ENSG00000111863,0.3991884333002623,0.6859530795382731,2.5417354509442704,0.13725173362432905,0.423594998816121
CRYL1,ENSG00000165475,0.27470726886869634,3.38620184783007,2.541216997397198,0.1372876627300319,0.4236133732971203
PLCXD1,ENSG00000182378,-0.5581035078006268,-0.5804657563929557,2.53953464718681,0.13740870316046994,0.4237878409851115
PLCXD1,ENSG00000292344,-0.5581035078006268,-0.5804657563929557,2.53953464718681,0.13740870316046994,0.4237878409851115
LLGL1,ENSG00000131899,-0.2899639383186665,3.2529588723007508,2.5391350757965956,0.13743416892405647,0.4237878409851115
CDA,ENSG00000158825,0.38884047512703557,0.6844541779402635,2.537772531904545,0.1375306787552918,0.42394650648783383
PPRC1,ENSG00000148840,0.2759826922686394,6.061682370690769,2.5375530028991613,0.13754562215162172,0.42394650648783383
PRKACA,ENSG00000072062,0.23132965961962523,6.301789505870683,2.5364844145814565,0.1376209714798664,0.42408625576831055
SETX,ENSG00000107290,-0.21251878144515715,7.613731807185842,2.5345068485802904,0.13776055227908915,0.42439472508591963
NCSTN,ENSG00000162736,0.253045000163346,8.089560538865948,2.534195179293073,0.13778256677855685,0.42439472508591963
UBXN2A,ENSG00000173960,-0.27664785242073153,3.534095879987922,2.533555037477128,0.1378278022898864,0.42439472508591963
DDX6,ENSG00000110367,0.2162369728940739,7.576945197991429,2.5333654379091346,0.1378411964438417,0.42439472508591963
LARP6,ENSG00000166173,0.6600521054506253,-1.2106223917655488,2.5318314607349586,0.13795644693316675,0.4246570481506235
MYG1,ENSG00000139637,-0.3157945104458505,2.429360673547592,2.5310502989089496,0.13800500951630565,0.42471402318911833
COL6A1,ENSG00000142156,0.25943983628494116,3.4378505437901934,2.529944710904521,0.13808324316242684,0.424800125518052
ICAM5,ENSG00000105376,0.40295540343705183,1.2824219680009452,2.529507731660539,0.1381144839885552,0.424800125518052
SGO1,ENSG00000129810,-0.36807831473811714,1.5037930208496715,2.529384455963479,0.13812316563511526,0.424800125518052
KNSTRN,ENSG00000128944,-0.3495674667311286,1.4147397979874623,2.5286059442429916,0.13817835858626112,0.42487740721084466
NME6,ENSG00000172113,-0.26766218476354797,3.6975901791473054,2.5274213698245465,0.13826212732226245,0.4250425023533202
CYSLTR1,ENSG00000173198,-0.45085049927290927,0.1631108195692478,2.525889122092255,0.13837188454978266,0.42517045580648594
SERAC1,ENSG00000122335,-0.3491768258468823,2.254889946885871,2.5258766919364994,0.13837190200576902,0.42517045580648594
NA,ENSG00000288671,0.3887316412546201,2.5220537419085907,2.5255644557054833,0.13839400627723147,0.42517045580648594
SEC16A,ENSG00000148396,0.22555921569810522,7.442677988229402,2.524056379638864,0.13850112873085582,0.42540707481513895
TMEM150A,ENSG00000168890,-0.2542802287900459,3.7620164490695402,2.5228135222086534,0.1385895408482058,0.4255667412337593
TP53RK,ENSG00000172315,0.2553223933389078,3.5828286521624286,2.522479146247512,0.13861333922296873,0.4255667412337593
PIEZO1,ENSG00000103335,0.23318703416667594,8.081865758329013,2.5204310608027045,0.13875920623644844,0.4259220465971958
ADGRE1,ENSG00000174837,0.2390068025508103,5.004148944439728,2.518550951204106,0.13889328526719377,0.4261419809967027
ARID4A,ENSG00000032219,-0.22263238342024047,6.328715348929319,2.517990780490999,0.13893326418560686,0.4261419809967027
FXR1,ENSG00000114416,0.2414627057178867,7.0382287955029605,2.5177398903552484,0.13895117489895717,0.4261419809967027
H3C7,ENSG00000277775,-0.5880794343630409,1.2849014788133344,2.5177398700849283,0.13895147526413856,0.4261419809967027
BROX,ENSG00000162819,0.236183829722423,6.259119895906445,2.5155446001546555,0.13910801831329758,0.42652951069722744
NDUFAF1,ENSG00000137806,-0.34286905165635556,3.210380036774539,2.513687589036003,0.13924087596946996,0.42683492556593783
UBE2K,ENSG00000078140,-0.23367590031841104,5.926419953658378,2.5129522398196995,0.13929351714564853,0.42683492556593783
NA,ENSG00000267748,0.8794516177761958,-2.096026801768113,2.5134881515389926,0.13929823639329927,0.42683492556593783
UPP1,ENSG00000183696,0.2483080932176963,5.312110663950505,2.512017889303711,0.13936045195350008,0.42693299523235706
SNX16,ENSG00000104497,-0.3230754765144413,2.777181969748575,2.5102924895436005,0.13948417782084727,0.4272194193680567
NLRP1,ENSG00000091592,-0.26089160652642,3.7052672554884873,2.5078632506048883,0.1396585739291364,0.4276608812061875
ABCB10,ENSG00000135776,-0.36770363929259137,3.311654399962799,2.507223235595354,0.13970457323573096,0.42770906173469453
TNFAIP8L2,ENSG00000163154,-0.25642996230011594,3.7309436559389924,2.504773072585034,0.13988083087603934,0.4278913265233881
IK,ENSG00000113141,0.2507739868090387,6.3268711474609445,2.504653745678768,0.1398894179865218,0.4278913265233881
NA,ENSG00000258472,-0.4995163784198286,0.032312488877079285,2.504615743507188,0.13989331845858166,0.4278913265233881
CNOT11,ENSG00000158435,0.22679961699330434,5.069605408456225,2.503523237933314,0.13997084624387668,0.4278913265233881
CGAS,ENSG00000164430,-0.24035209914791078,5.575906239495926,2.5033066918781723,0.13998644998896195,0.4278913265233881
ERCC8,ENSG00000049167,-0.261360296099559,3.3536553152325936,2.50292837052587,0.14001372371349427,0.4278913265233881
NEDD4,ENSG00000069869,0.2783254301648333,2.824368618717871,2.5028840705495345,0.14001692499654175,0.4278913265233881
COMMD8,ENSG00000169019,-0.5151510558219056,2.481338135510491,2.502775174588337,0.14002481897496089,0.4278913265233881
RASA3,ENSG00000185989,0.22117451301172564,5.433574630659715,2.5025865668392244,0.14003835724836652,0.4278913265233881
PIP5K1C,ENSG00000186111,0.23021593518428154,6.437388169540699,2.502190874299236,0.14006688908131854,0.4278913265233881
ALDH1B1,ENSG00000137124,-0.3079873209723799,2.6984415948681875,2.5013375823848527,0.14012849276870543,0.42789368907168795
C1RL,ENSG00000139178,0.2146292942211875,7.314188430522297,2.5006742692471406,0.14017631432273403,0.42789368907168795
MGAT2,ENSG00000168282,0.2352059908541255,5.750362285461145,2.500657305875115,0.14017753909484656,0.42789368907168795
DHX38,ENSG00000140829,0.21624804331580313,6.358880610848444,2.500501651343204,0.14018877585634837,0.42789368907168795
NA,ENSG00000264058,0.26984073377370027,6.007349758018055,2.499525307479613,0.14025928535189314,0.42801645877628025
RIPOR1,ENSG00000039523,0.23608981001870774,7.570957816937467,2.497262367445786,0.1404228813269459,0.42833812241199726
SLC22A1,ENSG00000175003,-0.44735998046587055,0.35450920599295893,2.496765039072154,0.1404596572235584,0.42833812241199726
NA,ENSG00000285713,-0.41519876982457454,0.5884240128139692,2.49634720032108,0.14048972356330747,0.42833812241199726
ARL2BP,ENSG00000102931,0.22321661053748254,5.910556799573135,2.496248140698222,0.14049628151781962,0.42833812241199726
MARVELD2,ENSG00000152939,-0.49395885421813857,-0.4267814735946672,2.495612595677371,0.14054444025717897,0.42833812241199726
VCPKMT,ENSG00000100483,-0.3535196624052306,1.7423286542442522,2.495556593705764,0.14054655205380917,0.42833812241199726
FAM168A,ENSG00000054965,0.21088583216234855,6.640339040529876,2.4946390658351003,0.1406128298184332,0.42840916523686157
SNX24,ENSG00000064652,-0.33450094664989144,2.077018316265578,2.4943972724143837,0.1406304923247807,0.42840916523686157
NA,ENSG00000264668,0.3014181095368892,2.4664927682403444,2.4906285492429467,0.14090390680208195,0.42914957132047893
NA,ENSG00000264813,-0.3422905729719183,1.3868435086822484,2.49010082356064,0.14094245417400308,0.42917448015234033
SMIM30,ENSG00000214194,-0.3188957106128652,4.006051836863429,2.488757665946764,0.14103986999614077,0.42937859603305933
SH3RF1,ENSG00000154447,-0.3270236822815664,2.36008608828681,2.4882306328321264,0.14107830786543155,0.42940257093419587
PRPF8,ENSG00000174231,0.25229603786088917,8.1169860448727,2.4872253393763395,0.1411513941060097,0.42940257093419587
KMT2A,ENSG00000118058,0.24197412494185802,8.51257848651013,2.487000583995668,0.14116776177093696,0.42940257093419587
NFE2L2,ENSG00000116044,0.25673229777664336,9.446096747769369,2.486896289737876,0.14117535774158785,0.42940257093419587
RPAIN,ENSG00000129197,-0.25424501302882097,4.422333017257334,2.4865625374486027,0.1411996707565248,0.42940257093419587
TIMM9,ENSG00000100575,-0.3487008352227631,2.3306207403066375,2.485928155053004,0.14124598912853562,0.4294510151386543
EPG5,ENSG00000152223,0.22571497534785004,7.449979176074808,2.4850796843408216,0.1413077475602025,0.42948303408122795
MXRA7,ENSG00000182534,0.4276246527160164,0.8271847751955193,2.48492933236523,0.14131916154560273,0.42948303408122795
CILK1,ENSG00000112144,-0.2537638686775124,4.265577201057556,2.4838849591084893,0.14139490343400746,0.42948303408122795
LRIG2,ENSG00000198799,0.22766113561113122,5.072832031934932,2.48387801707281,0.1413954086469286,0.42948303408122795
TTLL1,ENSG00000100271,-0.4346068808055032,0.018117418467660403,2.4837151724399504,0.14140847421313005,0.42948303408122795
SLC46A3,ENSG00000139508,-0.24836676636799074,3.805527078054283,2.4831470716778,0.14144876711655327,0.42951310203934917
MAMSTR,ENSG00000176909,-1.1191188733101556,-2.9715643657789577,2.4823946040548814,0.1415570472279924,0.429733579266415
PPP4R1,ENSG00000154845,0.22641978225132978,4.963229651213952,2.4813206705701565,0.14158219254630824,0.429733579266415
PRRT3,ENSG00000163704,-0.4181392107761447,0.1873651998964268,2.4802396655013,0.14166220008326988,0.42988409095485725
GPR89B,ENSG00000188092,-0.2809426930921218,2.679137353877109,2.4797727023360423,0.1416954543926497,0.4298926924596233
ETV3L,ENSG00000253831,-0.27915407568969514,2.6694597966654685,2.4785253683886372,0.141786762037918,0.43007738165268455
GDAP2,ENSG00000196505,-0.23365662454320688,5.101649657014267,2.4775090551093393,0.14186116232214357,0.43017917084100216
DYNLT1,ENSG00000146425,-0.32965336508826826,5.695352259209033,2.4772356380691885,0.14188119977992578,0.43017917084100216
FAM72D,ENSG00000215784,-0.3761643724496509,0.7056532604019099,2.4749607643936464,0.1420485785989816,0.4305166916752605
C2,ENSG00000166278,0.21486239048932196,8.048221758604468,2.4748872949714267,0.1420534484348811,0.4305166916752605
MRPL49,ENSG00000149792,-0.22523368899191717,5.093378128870679,2.4723662507658895,0.1422386585583424,0.43098346405442944
ZBTB43,ENSG00000169155,0.22166809515423508,5.519148691715851,2.471647541258512,0.1422915142106651,0.43098346405442944
FBLN7,ENSG00000144152,0.8720418111581038,-2.2384191879420756,2.4719895308269213,0.142324784505799,0.43098346405442944
KLRG1,ENSG00000139187,-1.1908520264711373,-3.110402476697616,2.4709137342803613,0.14232945278389628,0.43098346405442944
CDPF1,ENSG00000205643,-0.32273461084392613,1.561684335173626,2.467564142180244,0.1425925169760491,0.43148220374745366
DACH1,ENSG00000276644,0.8480046686315756,-1.8575774197685624,2.467852161527364,0.1425990251623084,0.43148220374745366
CHD1,ENSG00000153922,0.21881828869648823,6.400571303443126,2.467304043631142,0.14261147397792284,0.43148220374745366
PDK3,ENSG00000067992,0.27570113011823244,3.509603526295647,2.4670482721587392,0.14263034920387632,0.43148220374745366
NR1H3,ENSG00000025434,-0.22831323618682145,8.351645607120242,2.4668249723703544,0.14264681969346896,0.43148220374745366
NEK9,ENSG00000119638,-0.26273792890050135,6.121941046840885,2.4660408562765177,0.14270469563063012,0.4315495941844707
MRPS11,ENSG00000181991,0.3099642172336041,4.777184623079684,2.465695822465654,0.14273017288552334,0.4315495941844707
ZNF611,ENSG00000213020,-0.25312672410188614,4.4165027650581345,2.4646706487112438,0.14280590347979094,0.43168620919281403
H2AC20,ENSG00000184260,-0.22799093462040926,4.709514583316995,2.463050519555489,0.1429256856023421,0.4319559001138363
FAM222A,ENSG00000139438,0.7541799424992467,-1.835176106191732,2.461448991887448,0.1430674303487415,0.43229183786367653
FBH1,ENSG00000134452,0.23049676951141754,5.916769942621807,2.4589260029949345,0.1432311984431713,0.4325650450253327
TAF1C,ENSG00000103168,0.2533764617584346,5.1670890456512995,2.458921949724354,0.14323149946608987,0.4325650450253327
ZNF391,ENSG00000124613,1.1290058869817055,-2.142215975278231,2.4594721127576933,0.14325367039762885,0.4325650450253327
NHEJ1,ENSG00000187736,-0.2743301172926255,3.2338131257179166,2.457853232558835,0.14331080463812645,0.4325650450253327
EP300,ENSG00000100393,0.23371812634406527,8.461554289275139,2.457851923636137,0.14331089306599262,0.4325650450253327
HSPA1L,ENSG00000204390,0.45594333988861824,-0.15134596619703053,2.456880654955,0.14338446262892934,0.432670714521333
RBM11,ENSG00000185272,1.0028922494139187,-2.6656796152177,2.4578415338578985,0.14340713464604612,0.432670714521333
STX17,ENSG00000136874,-0.21792427247643847,5.853032510403927,2.4556251554229402,0.14347629363410552,0.4327869758030265
NINJ1,ENSG00000131669,0.2875446473984276,8.789688895126483,2.4550350259794476,0.14352016747004942,0.43282693271163863
RCBTB2,ENSG00000136161,-0.26532669059178693,3.7886501903289602,2.4545403075552805,0.14355696510175273,0.43284553676508847
TAS2R43,ENSG00000255374,-0.4480297040109041,-0.06712350188027498,2.4541058621298655,0.14359060168722995,0.43285460389162406
EIF5,ENSG00000100664,0.23546233935035712,8.149144203321942,2.4533972046925565,0.14364202233276976,0.4328800875802205
MAP3K20,ENSG00000091436,-0.21023590687244806,6.051075629969572,2.4531333544128144,0.14366166529799984,0.4328800875802205
CBLL1,ENSG00000105879,0.2885525522819716,5.350910602048245,2.4526365837137294,0.14369865774602672,0.4328800875802205
FAM76A,ENSG00000009780,-0.3014167495045148,2.607529725564669,2.452329545129878,0.14372158016744938,0.4328800875802205
KLKB1,ENSG00000164344,-0.895351415904783,-2.364137437827702,2.452671062799746,0.14376651204783822,0.432923151131483
TGFBR1,ENSG00000106799,0.30342415734787664,6.431015234098979,2.448657401572858,0.14399540173300135,0.43346531067362876
TNRC6A,ENSG00000090905,-0.22360125965062946,6.756512520827486,2.4484900415183524,0.14400789934989294,0.43346531067362876
RAC1,ENSG00000136238,0.2349908983555753,8.938562666179108,2.4476400132132863,0.1440713964748644,0.4335611431023134
EDN1,ENSG00000078401,0.25254801337697075,3.7239997898187376,2.4472426496541906,0.14410109603393476,0.4335611431023134
IFTAP,ENSG00000166352,-0.3685986532144107,1.1060257610649542,2.4460437763582608,0.1441910830523461,0.4337395456993944
INPP5B,ENSG00000204084,-0.22924143159358787,5.769609306226945,2.443741539036391,0.1443630654566168,0.43413530866509914
NRN1,ENSG00000124785,-1.2099770479571474,-2.7167465553674655,2.444560851088094,0.1443840893522478,0.43413530866509914
CASTOR2,ENSG00000274070,-0.32193507770930396,1.511787541506616,2.442241350483623,0.14447573670557814,0.4343184665227038
PCGF2,ENSG00000277258,0.28507312115472,2.552132634319313,2.4413712630496818,0.14454081851459544,0.4344217029451856
CWC22,ENSG00000163510,0.23633133933023198,4.972121187943937,2.4408499095981755,0.1445798873034217,0.4344467291881683
KPNA3,ENSG00000102753,0.21580017242518687,5.910935067100514,2.4387729602879005,0.14473587473290014,0.43482299781576206
PDSS1,ENSG00000148459,0.26939117853875244,4.486596123168646,2.437381705577422,0.1448404840243166,0.4350447864466827
TCEAL4,ENSG00000133142,-0.24145352764093497,4.1732205269481915,2.4366185876913637,0.14489790391376597,0.43512477222892915
CRLS1,ENSG00000088766,-0.3379671272223541,3.397323289211149,2.4360855557429595,0.1449380324516414,0.4351528095616308
NMRK1,ENSG00000106733,0.2483065768637953,5.203062319143123,2.4356732190304355,0.1449690740330746,0.43515355867362154
SLC39A11,ENSG00000133195,-0.30770252925638275,4.936510200280981,2.4351728663542613,0.14500676109267316,0.43517425095809237
MAP2,ENSG00000078018,-0.878087236509822,-1.9197635608886316,2.4309075849580584,0.14536193077455548,0.4361475171350357
A2M,ENSG00000175899,-0.22745569379281697,8.548236152737958,2.4287344746345325,0.14549280688056035,0.436412398163905
ITGB6,ENSG00000115221,-0.8003821952230056,-1.6475569245230473,2.4287262550335678,0.14551197425334844,0.436412398163905
GPR107,ENSG00000148358,0.22060677252278252,7.5612147999254855,2.4278892000721943,0.14555677077241957,0.43645412360616026
SLC12A3,ENSG00000070915,-0.8162822118405106,-1.9998680148899965,2.4263234139033845,0.14571229141814934,0.4368277688420209
MYLIP,ENSG00000007944,0.23142181566566247,4.51620701188193,2.4246663913231985,0.14580097520322205,0.4370009292835491
CRYBG3,ENSG00000080200,-0.2102389651407028,6.703980303979616,2.4236211915854615,0.14588028306090567,0.43714592031737043
NAXD,ENSG00000213995,-0.27061140036183867,4.407131612307126,2.4209821453479985,0.14608077650957974,0.43765391851460267
SLC28A3,ENSG00000197506,-0.34140652751354367,1.1990509800415199,2.420164659538048,0.14614326329470617,0.4377483249005485
EIF5B,ENSG00000158417,0.23154182247827626,6.347942223096313,2.417695336406589,0.1463309644326873,0.43821767098172004
MRPL40,ENSG00000185608,-0.3403007195835198,3.4891461626305853,2.416653055583603,0.14641042103557345,0.4383627267107466
EIF4G1,ENSG00000114867,0.22477277446420363,8.878885513754671,2.4145702585164464,0.14656934456186654,0.4387455999466846
NAV1,ENSG00000134369,0.23477172298479543,9.440784911774534,2.414047716838937,0.14660925172516143,0.43877211888606127
FNBP1L,ENSG00000137942,0.3079746503126638,1.9231015363154123,2.4122396931258363,0.1467476168234862,0.4390932290809881
ZNF81,ENSG00000197779,-0.22602437694173308,4.756732091007339,2.411609731813344,0.14679562607246746,0.4391221795971544
CEP72,ENSG00000112877,-0.3379866205642046,1.1378766284381685,2.4113027842006196,0.14681943805523312,0.4391221795971544
CASP8AP2,ENSG00000118412,-0.22225546379710195,4.961258180611315,2.4103788869802893,0.14688983210906595,0.4392397603396784
TBC1D13,ENSG00000107021,-0.21726193307552708,5.998802728043617,2.40976109548449,0.14693714474348707,0.4392882863369916
LEAP2,ENSG00000164406,-1.0599685082110069,-2.5114912326614145,2.4095535024045462,0.14703955066285432,0.4395014657291576
MUSK,ENSG00000030304,1.129113203397257,-2.8950329650689763,2.408342564595724,0.14711938673878724,0.4396471079282177
PRKACB,ENSG00000142875,-0.2852369216084531,3.1733075474756562,2.405990250922384,0.14722635954256452,0.4398737659736833
DDAH2,ENSG00000213722,-0.3369664454883598,2.4835805620137803,2.4048213018991302,0.14731620623340388,0.4400491706807152
TFEC,ENSG00000105967,-0.21485992102974089,8.399415636657803,2.403969976271414,0.14738159094908482,0.44011620858050376
RELCH,ENSG00000134444,-0.21654091204792145,5.6363125741180395,2.4037184270299843,0.14740093512677074,0.44011620858050376
TBC1D8B,ENSG00000133138,-0.341342655818934,1.4126554915635758,2.400984839131593,0.14761160216365152,0.44065212542812066
RMND1,ENSG00000155906,-0.2434302948986106,3.8264979188143866,2.400089876516502,0.1476803273474748,0.44076417868521944
FAR2,ENSG00000064763,0.27921795786131615,2.649269680818484,2.399465649099968,0.1477285064142943,0.44081487598116703
ATP5F1A,ENSG00000152234,-0.28010297092152675,6.605920571029363,2.3983590483374426,0.14781382832808107,0.440884227019605
PMEL,ENSG00000185664,0.7397689706154801,-1.7009452928341884,2.398578782018807,0.14781414291104503,0.440884227019605
OTUD5,ENSG00000068308,0.22640224800500053,5.92539506815699,2.395741134710149,0.14801604679057445,0.4413309492532516
ZNF45,ENSG00000124459,-0.24235798504164413,3.7921444570014233,2.395607625368175,0.14802637273283417,0.4413309492532516
GPR137,ENSG00000173264,-0.23409920846508273,4.422497789815936,2.3948241755884894,0.14808696051279363,0.4414184614990086
SIRT3,ENSG00000142082,-0.2903851434820648,2.2937560080065755,2.3933586218884244,0.14820048225466168,0.4416636894185742
NMI,ENSG00000123609,0.21867838161170342,6.661155840807692,2.3924416160330826,0.14827141287781315,0.4417819116148546
RHOXF1,ENSG00000101883,-0.9466669991867942,-2.5612683189749936,2.392427675762863,0.1483623088364058,0.4419544544345709
CARD11,ENSG00000198286,0.3970529798330655,0.47268823827355116,2.390896373821319,0.14839186854599765,0.4419544544345709
TXNDC2,ENSG00000168454,-0.9707342229262108,-2.25312984823187,2.389562501120145,0.1485562393868778,0.4423507743395189
WEE1,ENSG00000166483,-0.4147911758329854,0.4060799189722768,2.3874436477535528,0.14866002695487784,0.4425127216060659
CTSV,ENSG00000136943,-0.8711599267965574,-2.0370302138537917,2.386886264969159,0.1487442266730882,0.4425127216060659
SLC25A2,ENSG00000120329,-0.5445855960924756,-0.42591922171843866,2.38619815774041,0.1487583039159712,0.4425127216060659
SORBS1,ENSG00000095637,0.36182632127059217,1.1630806419499486,2.386113529042889,0.14876305616607205,0.4425127216060659
SFI1,ENSG00000198089,-0.2674478963700238,3.5950301732887535,2.3860563163992943,0.14876719079751055,0.4425127216060659
NLN,ENSG00000123213,0.23293044749993275,4.5590113894673125,2.3855600565421584,0.14880580554481235,0.44253443686011956
H2AX,ENSG00000188486,0.2534701887204785,4.1459313522536325,2.3844489899786776,0.14889231511720952,0.4426741669959108
HMGCL,ENSG00000117305,-0.23056696000859295,4.90779782561079,2.3841521121643767,0.14891543942106988,0.4426741669959108
TANGO6,ENSG00000103047,-0.2685153675430357,3.4602678459207064,2.383572890914103,0.1489605776088682,0.4427152224539485
RARRES1,ENSG00000118849,0.2728955358518554,6.555533624830369,2.3790531397549675,0.14931334269207341,0.4436703446014259
PTMS,ENSG00000159335,-0.2654818950667374,4.316940962724088,2.3772972524159575,0.14945067811242202,0.44398507107100016
GNA14,ENSG00000156049,0.5556760639003787,-0.25754596561823656,2.376659784491681,0.14950236496725314,0.44404527568667956
SH3BP5L,ENSG00000175137,-0.2698640372409581,4.5600799872699875,2.375678409148675,0.1495774339559458,0.44416560585065457
TUT1,ENSG00000149016,-0.29073849666460444,3.7408983923026935,2.3751580084565416,0.14961821344942114,0.44416560585065457
ACOT9,ENSG00000123130,-0.21475160905006366,6.2380377489590595,2.374569301187095,0.14966435497258979,0.44416560585065457
NA,ENSG00000284934,0.23545049541906968,4.398769072920074,2.374515212724704,0.14966859715969552,0.44416560585065457
ANAPC4,ENSG00000053900,-0.28755890683224855,4.053266758064429,2.373503161957468,0.14974797257494993,0.4442464573471121
G6PD,ENSG00000160211,0.23316156085876538,7.394386142238842,2.3732919970508117,0.14976453800738623,0.4442464573471121
TNFRSF12A,ENSG00000006327,-0.35598048713918684,1.6164948600025189,2.372968487729695,0.14979014783887554,0.4442464573471121
ZNF25,ENSG00000175395,-0.2468214498864482,4.50552893939221,2.3724188454830055,0.14983307237193902,0.4442805242887625
